"origin","destination","distance","time"
"52.5058326089679, 13.6111964882009","52.5112074, 13.4169157",19563,3309
"52.5058326089679, 13.6111964882009","52.440493, 13.3911183",25619,4605
"52.4494003353978, 13.5747127189221","52.5075075, 13.3903737",18712,3261
"52.4494003353978, 13.5747127189221","52.5542753, 13.3785425",19811,3460
"52.4494003353978, 13.5747127189221","52.5063, 13.3840159",19910,3776
"52.4494003353978, 13.5747127189221","52.5206458, 13.2932877",25876,4881
"52.4494003353978, 13.5747127189221","52.5239216, 13.3888786",17356,2882
"52.4494003353978, 13.5747127189221","52.5168416, 13.3816742",17681,3115
"52.4494003353978, 13.5747127189221","52.5040556, 13.3379413",22626,3624
"52.4494003353978, 13.5747127189221","52.5090125, 13.3792937",18867,3475
"52.4494003353978, 13.5747127189221","52.4983661, 13.3605076",21214,4176
"52.4494003353978, 13.5747127189221","52.5478117, 13.3892456",18900,3140
"52.4494003353978, 13.5747127189221","52.5046782, 13.4490212",11991,2007
"52.4494003353978, 13.5747127189221","52.5136642, 13.4727613",12259,2276
"52.4494003353978, 13.5747127189221","52.5016098, 13.381181",19608,3535
"52.4494003353978, 13.5747127189221","52.5214137, 13.4034811",16015,2513
"52.4494003353978, 13.5747127189221","52.5176913, 13.4419715",17404,3200
"52.4494003353978, 13.5747127189221","52.517699, 13.3970326",16648,3010
"52.4494003353978, 13.5747127189221","52.5303108, 13.3186121",24947,4518
"52.4494003353978, 13.5747127189221","52.5146378, 13.3905283",17629,3114
"52.4494003353978, 13.5747127189221","52.5145186, 13.487322",14850,3181
"52.4494003353978, 13.5747127189221","52.5170316, 13.4012274",16613,3011
"52.4494003353978, 13.5747127189221","52.5207714, 13.3889021",17029,2615
"52.4494003353978, 13.5747127189221","52.5027268, 13.4453492",12391,2340
"52.4494003353978, 13.5747127189221","52.5284267, 13.3720175",18827,3078
"52.4494003353978, 13.5747127189221","52.5209131, 13.3871461",16953,2536
"52.4494003353978, 13.5747127189221","52.5304903, 13.3791152",18040,3480
"52.4494003353978, 13.5747127189221","52.4864896, 13.4217418",18289,3486
"52.4494003353978, 13.5747127189221","52.5215057, 13.4069139",15449,2513
"52.4494003353978, 13.5747127189221","52.5174377, 13.3898033",17347,2863
"52.4494003353978, 13.5747127189221","52.5111669, 13.4430356",12633,2508
"52.4494003353978, 13.5747127189221","52.5076615, 13.454537",12322,2243
"52.4494003353978, 13.5747127189221","52.5121441, 13.3083771",24197,4071
"52.4494003353978, 13.5747127189221","52.5087884, 13.378434",18859,3443
"52.4494003353978, 13.5747127189221","52.5019061, 13.3308361",22557,3562
"52.4494003353978, 13.5747127189221","52.5088651, 13.2707514",28685,4476
"52.4494003353978, 13.5747127189221","52.5264743, 13.39691",16664,3028
"52.4494003353978, 13.5747127189221","52.5106807, 13.419484",14827,3130
"52.4494003353978, 13.5747127189221","52.4602228, 13.5056519",5952,1596
"52.4494003353978, 13.5747127189221","52.474199, 13.141735",45873,7172
"52.4494003353978, 13.5747127189221","52.5021802, 13.364582",22470,4161
"52.4494003353978, 13.5747127189221","52.5205791, 13.4089041",15343,2405
"52.4494003353978, 13.5747127189221","52.4986678, 13.3566505",24130,4317
"52.4494003353978, 13.5747127189221","52.520848, 13.4084747",15346,2407
"52.4494003353978, 13.5747127189221","52.49694, 13.4540533",12653,2773
"52.4494003353978, 13.5747127189221","52.4840199, 13.4053429",17736,3917
"52.4494003353978, 13.5747127189221","52.5049039, 13.4431471",12396,2327
"52.4494003353978, 13.5747127189221","52.524042, 13.402083",16019,2510
"52.4494003353978, 13.5747127189221","52.5071871, 13.390676",18674,3231
"52.4494003353978, 13.5747127189221","52.4583565, 13.2889441",28228,5867
"52.4494003353978, 13.5747127189221","52.5112074, 13.4169157",14589,2454
"52.4494003353978, 13.5747127189221","52.440493, 13.3911183",26361,4269
"52.4514986936081, 13.6100897898055","52.5075075, 13.3903737",20482,3826
"52.4514986936081, 13.6100897898055","52.5542753, 13.3785425",21582,4025
"52.4514986936081, 13.6100897898055","52.5063, 13.3840159",21677,4191
"52.4514986936081, 13.6100897898055","52.5206458, 13.2932877",30210,5206
"52.4514986936081, 13.6100897898055","52.5239216, 13.3888786",19126,3447
"52.4514986936081, 13.6100897898055","52.5168416, 13.3816742",19589,3650
"52.4514986936081, 13.6100897898055","52.5040556, 13.3379413",24396,4189
"52.4514986936081, 13.6100897898055","52.5090125, 13.3792937",20637,3890
"52.4514986936081, 13.6100897898055","52.4983661, 13.3605076",24101,4526
"52.4514986936081, 13.6100897898055","52.5478117, 13.3892456",20671,3705
"52.4514986936081, 13.6100897898055","52.5046782, 13.4490212",13762,2572
"52.4514986936081, 13.6100897898055","52.5136642, 13.4727613",14030,2841
"52.4514986936081, 13.6100897898055","52.5016098, 13.381181",21375,3950
"52.4514986936081, 13.6100897898055","52.5214137, 13.4034811",17786,3078
"52.4514986936081, 13.6100897898055","52.5176913, 13.4419715",19031,3665
"52.4514986936081, 13.6100897898055","52.517699, 13.3970326",18419,3575
"52.4514986936081, 13.6100897898055","52.5303108, 13.3186121",26718,4843
"52.4514986936081, 13.6100897898055","52.5146378, 13.3905283",19399,3679
"52.4514986936081, 13.6100897898055","52.5145186, 13.487322",16477,3646
"52.4514986936081, 13.6100897898055","52.5170316, 13.4012274",18384,3576
"52.4514986936081, 13.6100897898055","52.5207714, 13.3889021",18799,3180
"52.4514986936081, 13.6100897898055","52.5027268, 13.4453492",14162,2905
"52.4514986936081, 13.6100897898055","52.5284267, 13.3720175",20597,3643
"52.4514986936081, 13.6100897898055","52.5209131, 13.3871461",18723,3101
"52.4514986936081, 13.6100897898055","52.5304903, 13.3791152",19811,4045
"52.4514986936081, 13.6100897898055","52.4864896, 13.4217418",20060,4051
"52.4514986936081, 13.6100897898055","52.5215057, 13.4069139",17220,3078
"52.4514986936081, 13.6100897898055","52.5174377, 13.3898033",19117,3428
"52.4514986936081, 13.6100897898055","52.5111669, 13.4430356",14404,3073
"52.4514986936081, 13.6100897898055","52.5076615, 13.454537",14093,2808
"52.4514986936081, 13.6100897898055","52.5121441, 13.3083771",25967,4636
"52.4514986936081, 13.6100897898055","52.5087884, 13.378434",20629,3858
"52.4514986936081, 13.6100897898055","52.5019061, 13.3308361",24327,4127
"52.4514986936081, 13.6100897898055","52.5088651, 13.2707514",30455,5041
"52.4514986936081, 13.6100897898055","52.5264743, 13.39691",18435,3593
"52.4514986936081, 13.6100897898055","52.5106807, 13.419484",16633,3245
"52.4514986936081, 13.6100897898055","52.4602228, 13.5056519",9233,2452
"52.4514986936081, 13.6100897898055","52.474199, 13.141735",47502,7737
"52.4514986936081, 13.6100897898055","52.5021802, 13.364582",21886,4606
"52.4514986936081, 13.6100897898055","52.5205791, 13.4089041",17114,2970
"52.4514986936081, 13.6100897898055","52.4986678, 13.3566505",25900,4882
"52.4514986936081, 13.6100897898055","52.520848, 13.4084747",17117,2972
"52.4514986936081, 13.6100897898055","52.49694, 13.4540533",16139,4253
"52.4514986936081, 13.6100897898055","52.4840199, 13.4053429",19769,4549
"52.4514986936081, 13.6100897898055","52.5049039, 13.4431471",14167,2892
"52.4514986936081, 13.6100897898055","52.524042, 13.402083",17790,3075
"52.4514986936081, 13.6100897898055","52.5071871, 13.390676",20444,3796
"52.4514986936081, 13.6100897898055","52.4583565, 13.2889441",31012,5768
"52.4514986936081, 13.6100897898055","52.5112074, 13.4169157",16360,3019
"52.4514986936081, 13.6100897898055","52.440493, 13.3911183",22416,4315
"52.4497883342962, 13.6229050435186","52.5075075, 13.3903737",21374,3488
"52.4497883342962, 13.6229050435186","52.5542753, 13.3785425",22473,3687
"52.4497883342962, 13.6229050435186","52.5063, 13.3840159",22569,3853
"52.4497883342962, 13.6229050435186","52.5206458, 13.2932877",31102,4868
"52.4497883342962, 13.6229050435186","52.5239216, 13.3888786",20018,3109
"52.4497883342962, 13.6229050435186","52.5168416, 13.3816742",20481,3312
"52.4497883342962, 13.6229050435186","52.5040556, 13.3379413",25288,3851
"52.4497883342962, 13.6229050435186","52.5090125, 13.3792937",21529,3552
"52.4497883342962, 13.6229050435186","52.4983661, 13.3605076",24993,4188
"52.4497883342962, 13.6229050435186","52.5478117, 13.3892456",21562,3367
"52.4497883342962, 13.6229050435186","52.5046782, 13.4490212",14653,2234
"52.4497883342962, 13.6229050435186","52.5136642, 13.4727613",14921,2503
"52.4497883342962, 13.6229050435186","52.5016098, 13.381181",22267,3612
"52.4497883342962, 13.6229050435186","52.5214137, 13.4034811",18677,2740
"52.4497883342962, 13.6229050435186","52.5176913, 13.4419715",16998,3329
"52.4497883342962, 13.6229050435186","52.517699, 13.3970326",19310,3237
"52.4497883342962, 13.6229050435186","52.5303108, 13.3186121",27609,4505
"52.4497883342962, 13.6229050435186","52.5146378, 13.3905283",20291,3341
"52.4497883342962, 13.6229050435186","52.5145186, 13.487322",18576,3879
"52.4497883342962, 13.6229050435186","52.5170316, 13.4012274",19275,3238
"52.4497883342962, 13.6229050435186","52.5207714, 13.3889021",19691,2842
"52.4497883342962, 13.6229050435186","52.5027268, 13.4453492",15053,2567
"52.4497883342962, 13.6229050435186","52.5284267, 13.3720175",21489,3305
"52.4497883342962, 13.6229050435186","52.5209131, 13.3871461",19615,2763
"52.4497883342962, 13.6229050435186","52.5304903, 13.3791152",20702,3707
"52.4497883342962, 13.6229050435186","52.4864896, 13.4217418",20951,3713
"52.4497883342962, 13.6229050435186","52.5215057, 13.4069139",18111,2740
"52.4497883342962, 13.6229050435186","52.5174377, 13.3898033",20009,3090
"52.4497883342962, 13.6229050435186","52.5111669, 13.4430356",15295,2735
"52.4497883342962, 13.6229050435186","52.5076615, 13.454537",14984,2470
"52.4497883342962, 13.6229050435186","52.5121441, 13.3083771",26859,4298
"52.4497883342962, 13.6229050435186","52.5087884, 13.378434",21521,3520
"52.4497883342962, 13.6229050435186","52.5019061, 13.3308361",25219,3789
"52.4497883342962, 13.6229050435186","52.5088651, 13.2707514",31347,4703
"52.4497883342962, 13.6229050435186","52.5264743, 13.39691",19326,3255
"52.4497883342962, 13.6229050435186","52.5106807, 13.419484",17524,2907
"52.4497883342962, 13.6229050435186","52.4602228, 13.5056519",10535,2424
"52.4497883342962, 13.6229050435186","52.474199, 13.141735",48394,7399
"52.4497883342962, 13.6229050435186","52.5021802, 13.364582",22778,4268
"52.4497883342962, 13.6229050435186","52.5205791, 13.4089041",18005,2632
"52.4497883342962, 13.6229050435186","52.4986678, 13.3566505",26792,4544
"52.4497883342962, 13.6229050435186","52.520848, 13.4084747",18008,2634
"52.4497883342962, 13.6229050435186","52.49694, 13.4540533",17441,4225
"52.4497883342962, 13.6229050435186","52.4840199, 13.4053429",20660,4211
"52.4497883342962, 13.6229050435186","52.5049039, 13.4431471",15058,2554
"52.4497883342962, 13.6229050435186","52.524042, 13.402083",18681,2737
"52.4497883342962, 13.6229050435186","52.5071871, 13.390676",21336,3458
"52.4497883342962, 13.6229050435186","52.4583565, 13.2889441",33110,6001
"52.4497883342962, 13.6229050435186","52.5112074, 13.4169157",17251,2681
"52.4497883342962, 13.6229050435186","52.440493, 13.3911183",23307,3977
"52.4294404288246, 13.5711064220834","52.5075075, 13.3903737",22321,4848
"52.4294404288246, 13.5711064220834","52.5542753, 13.3785425",22071,5171
"52.4294404288246, 13.5711064220834","52.5063, 13.3840159",23516,5213
"52.4294404288246, 13.5711064220834","52.5206458, 13.2932877",31258,5833
"52.4294404288246, 13.5711064220834","52.5239216, 13.3888786",20965,4469
"52.4294404288246, 13.5711064220834","52.5168416, 13.3816742",21428,4672
"52.4294404288246, 13.5711064220834","52.5040556, 13.3379413",26235,5211
"52.4294404288246, 13.5711064220834","52.5090125, 13.3792937",19323,4919
"52.4294404288246, 13.5711064220834","52.4983661, 13.3605076",21486,5287
"52.4294404288246, 13.5711064220834","52.5478117, 13.3892456",22689,4616
"52.4294404288246, 13.5711064220834","52.5046782, 13.4490212",15600,3594
"52.4294404288246, 13.5711064220834","52.5136642, 13.4727613",15259,3831
"52.4294404288246, 13.5711064220834","52.5016098, 13.381181",23214,4972
"52.4294404288246, 13.5711064220834","52.5214137, 13.4034811",19624,4100
"52.4294404288246, 13.5711064220834","52.5176913, 13.4419715",21310,5115
"52.4294404288246, 13.5711064220834","52.517699, 13.3970326",20257,4597
"52.4294404288246, 13.5711064220834","52.5303108, 13.3186121",27947,5629
"52.4294404288246, 13.5711064220834","52.5146378, 13.3905283",21238,4701
"52.4294404288246, 13.5711064220834","52.5145186, 13.487322",18756,5096
"52.4294404288246, 13.5711064220834","52.5170316, 13.4012274",20222,4598
"52.4294404288246, 13.5711064220834","52.5207714, 13.3889021",20638,4202
"52.4294404288246, 13.5711064220834","52.5027268, 13.4453492",14142,3692
"52.4294404288246, 13.5711064220834","52.5284267, 13.3720175",22436,4665
"52.4294404288246, 13.5711064220834","52.5209131, 13.3871461",20562,4123
"52.4294404288246, 13.5711064220834","52.5304903, 13.3791152",21649,5067
"52.4294404288246, 13.5711064220834","52.4864896, 13.4217418",22538,4450
"52.4294404288246, 13.5711064220834","52.5215057, 13.4069139",19058,4100
"52.4294404288246, 13.5711064220834","52.5174377, 13.3898033",20956,4450
"52.4294404288246, 13.5711064220834","52.5111669, 13.4430356",16242,4095
"52.4294404288246, 13.5711064220834","52.5076615, 13.454537",15931,3830
"52.4294404288246, 13.5711064220834","52.5121441, 13.3083771",25547,5782
"52.4294404288246, 13.5711064220834","52.5087884, 13.378434",19279,4877
"52.4294404288246, 13.5711064220834","52.5019061, 13.3308361",26166,5149
"52.4294404288246, 13.5711064220834","52.5088651, 13.2707514",32294,6063
"52.4294404288246, 13.5711064220834","52.5264743, 13.39691",20273,4615
"52.4294404288246, 13.5711064220834","52.5106807, 13.419484",15760,3768
"52.4294404288246, 13.5711064220834","52.4602228, 13.5056519",6885,2174
"52.4294404288246, 13.5711064220834","52.474199, 13.141735",49341,8759
"52.4294404288246, 13.5711064220834","52.5021802, 13.364582",21874,5600
"52.4294404288246, 13.5711064220834","52.5205791, 13.4089041",18952,3992
"52.4294404288246, 13.5711064220834","52.4986678, 13.3566505",22301,5480
"52.4294404288246, 13.5711064220834","52.520848, 13.4084747",18955,3994
"52.4294404288246, 13.5711064220834","52.49694, 13.4540533",13586,3471
"52.4294404288246, 13.5711064220834","52.4840199, 13.4053429",18669,4495
"52.4294404288246, 13.5711064220834","52.5049039, 13.4431471",14435,3952
"52.4294404288246, 13.5711064220834","52.524042, 13.402083",19628,4097
"52.4294404288246, 13.5711064220834","52.5071871, 13.390676",22283,4818
"52.4294404288246, 13.5711064220834","52.4583565, 13.2889441",31720,6618
"52.4294404288246, 13.5711064220834","52.5112074, 13.4169157",15951,3721
"52.4294404288246, 13.5711064220834","52.440493, 13.3911183",21951,5014
"52.6368175732154, 13.4947062115684","52.5075075, 13.3903737",18743,2584
"52.6368175732154, 13.4947062115684","52.5542753, 13.3785425",13896,2183
"52.6368175732154, 13.4947062115684","52.5063, 13.3840159",19773,2649
"52.6368175732154, 13.4947062115684","52.5206458, 13.2932877",22383,3445
"52.6368175732154, 13.4947062115684","52.5239216, 13.3888786",16485,2078
"52.6368175732154, 13.4947062115684","52.5168416, 13.3816742",17685,2108
"52.6368175732154, 13.4947062115684","52.5040556, 13.3379413",22229,3459
"52.6368175732154, 13.4947062115684","52.5090125, 13.3792937",18733,2348
"52.6368175732154, 13.4947062115684","52.4983661, 13.3605076",20649,3100
"52.6368175732154, 13.4947062115684","52.5478117, 13.3892456",12941,1570
"52.6368175732154, 13.4947062115684","52.5046782, 13.4490212",22270,3022
"52.6368175732154, 13.4947062115684","52.5136642, 13.4727613",19178,2530
"52.6368175732154, 13.4947062115684","52.5016098, 13.381181",19471,2408
"52.6368175732154, 13.4947062115684","52.5214137, 13.4034811",17078,2340
"52.6368175732154, 13.4947062115684","52.5176913, 13.4419715",22338,3474
"52.6368175732154, 13.4947062115684","52.517699, 13.3970326",17867,2697
"52.6368175732154, 13.4947062115684","52.5303108, 13.3186121",18223,3241
"52.6368175732154, 13.4947062115684","52.5146378, 13.3905283",17657,2551
"52.6368175732154, 13.4947062115684","52.5145186, 13.487322",20146,3350
"52.6368175732154, 13.4947062115684","52.5170316, 13.4012274",19253,2968
"52.6368175732154, 13.4947062115684","52.5207714, 13.3889021",17066,2046
"52.6368175732154, 13.4947062115684","52.5027268, 13.4453492",22670,3356
"52.6368175732154, 13.4947062115684","52.5284267, 13.3720175",16936,2624
"52.6368175732154, 13.4947062115684","52.5209131, 13.3871461",16925,1923
"52.6368175732154, 13.4947062115684","52.5304903, 13.3791152",15928,2265
"52.6368175732154, 13.4947062115684","52.4864896, 13.4217418",21318,3409
"52.6368175732154, 13.4947062115684","52.5215057, 13.4069139",17459,2564
"52.6368175732154, 13.4947062115684","52.5174377, 13.3898033",17375,2300
"52.6368175732154, 13.4947062115684","52.5111669, 13.4430356",22925,3557
"52.6368175732154, 13.4947062115684","52.5076615, 13.454537",22615,3292
"52.6368175732154, 13.4947062115684","52.5121441, 13.3083771",24239,3394
"52.6368175732154, 13.4947062115684","52.5087884, 13.378434",18725,2316
"52.6368175732154, 13.4947062115684","52.5019061, 13.3308361",22599,3185
"52.6368175732154, 13.4947062115684","52.5088651, 13.2707514",24016,3865
"52.6368175732154, 13.4947062115684","52.5264743, 13.39691",16686,2244
"52.6368175732154, 13.4947062115684","52.5106807, 13.419484",18128,3009
